orderId,customerId,item,quantity
SP.POP.1564.TO.ZS,LCN,"Population, ages 15-64 (% of total)",1960
SP.POP.TOTL.FE.ZS,LCN,"Population, female (% of total)",1960
SP.POP.TOTL,LCN,"Population, total",1960
SP.RUR.TOTL,LCN,Rural population,1960
SP.RUR.TOTL.ZS,LCN,Rural population (% of total population),1960
SP.DYN.TO65.FE.ZS,LCN,"Survival to age 65, female (% of cohort)",1960
SP.DYN.TO65.MA.ZS,LCN,"Survival to age 65, male (% of cohort)",1960
NE.TRD.GNFS.ZS,LCN,Trade (% of GDP),1960
SP.URB.TOTL,LCN,Urban population,1960
SP.URB.TOTL.IN.ZS,LCN,Urban population (% of total),1960
SP.ADO.TFRT,LAC,"Adolescent fertility rate (births per 1,000 women ages 15-19)",1960
SP.POP.DPND,LAC,Age dependency ratio (% of working-age population),1960
SP.POP.DPND.OL,LAC,"Age dependency ratio, old (% of working-age population)",1960
SP.POP.DPND.YG,LAC,"Age dependency ratio, young (% of working-age population)",1960
MS.MIL.XPRT.KD,LAC,Arms exports (SIPRI trend indicator values),1960
MS.MIL.MPRT.KD,LAC,Arms imports (SIPRI trend indicator values),1960
SP.DYN.CBRT.IN,LAC,"Birth rate, crude (per 1,000 people)",1960
EN.ATM.CO2E.KD.GD,LAC,CO2 emissions (kg per 2005 US$ of GDP),1960
EN.ATM.CO2E.KT,LAC,CO2 emissions (kt),1960
EN.ATM.CO2E.PC,LAC,CO2 emissions (metric tons per capita),1960
EN.ATM.CO2E.GF.ZS,LAC,CO2 emissions from gaseous fuel consumption (% of total),1960
EN.ATM.CO2E.GF.KT,LAC,CO2 emissions from gaseous fuel consumption (kt),1960
EN.ATM.CO2E.LF.ZS,LAC,CO2 emissions from liquid fuel consumption (% of total),1960
EN.ATM.CO2E.LF.KT,LAC,CO2 emissions from liquid fuel consumption (kt),1960
EN.ATM.CO2E.SF.ZS,LAC,CO2 emissions from solid fuel consumption (% of total),1960
EN.ATM.CO2E.SF.KT,LAC,CO2 emissions from solid fuel consumption (kt),1960
SP.DYN.CDRT.IN,LAC,"Death rate, crude (per 1,000 people)",1960
NE.EXP.GNFS.ZS,LAC,Exports of goods and services (% of GDP),1960
NE.EXP.GNFS.KD,LAC,Exports of goods and services (constant 2005 US$),1960
NE.EXP.GNFS.CD,LAC,Exports of goods and services (current US$),1960
NE.RSB.GNFS.ZS,LAC,External balance on goods and services (% of GDP),1960
SP.DYN.TFRT.IN,LAC,"Fertility rate, total (births per woman)",1960
NE.CON.TOTL.KD,LAC,Final consumption expenditure (constant 2005 US$),1960
NE.CON.TETC.KD,LAC,"Final consumption expenditure, etc. (constant 2005 US$)",1960
NE.CON.TETC.CD,LAC,"Final consumption expenditure, etc. (current US$)",1960
IT.MLT.MAIN,LAC,Fixed telephone subscriptions,1960
IT.MLT.MAIN.P2,LAC,Fixed telephone subscriptions (per 100 people),1960
NY.GDP.MKTP.KD,LAC,GDP at market prices (constant 2005 US$),1960
NY.GDP.MKTP.CD,LAC,GDP at market prices (current US$),1960
NY.GDP.PCAP.KD,LAC,GDP per capita (constant 2005 US$),1960
NY.GDP.PCAP.CD,LAC,GDP per capita (current US$),1960
NE.CON.GOVT.ZS,LAC,General government final consumption expenditure (% of GDP),1960
NE.CON.GOVT.KD,LAC,General government final consumption expenditure (constant 2005 US$),1960
NE.CON.GOVT.CD,LAC,General government final consumption expenditure (current US$),1960
NY.GNP.MKTP.KD,LAC,GNI (constant 2005 US$),1960
NY.GNP.MKTP.CD,LAC,GNI (current US$),1960
NY.GNP.PCAP.KD,LAC,GNI per capita (constant 2005 US$),1960
NE.GDI.TOTL.ZS,LAC,Gross capital formation (% of GDP),1960
NE.GDI.TOTL.KD,LAC,Gross capital formation (constant 2005 US$),1960
NE.GDI.TOTL.CD,LAC,Gross capital formation (current US$),1960
NY.GDY.TOTL.KD,LAC,Gross domestic income (constant 2005 US$),1960
NY.GDS.TOTL.ZS,LAC,Gross domestic savings (% of GDP),1960
NY.GDS.TOTL.CD,LAC,Gross domestic savings (current US$),1960
NE.DAB.TOTL.KD,LAC,Gross national expenditure (constant 2005 US$),1960
NE.DAB.TOTL.CD,LAC,Gross national expenditure (current US$),1960
NY.GDP.FCST.CD,LAC,Gross value added at factor cost (current US$),1960
SH.MED.BEDS.ZS,LAC,"Hospital beds (per 1,000 people)",1960
NE.CON.PRVT.KD,LAC,Household final consumption expenditure (constant 2005 US$),1960
NE.CON.PRVT.CD,LAC,Household final consumption expenditure (current US$),1960
NE.CON.PRVT.PC.KD,LAC,Household final consumption expenditure per capita (constant 2005 US$),1960
NE.CON.PETC.ZS,LAC,"Household final consumption expenditure, etc. (% of GDP)",1960
NE.CON.PETC.KD,LAC,"Household final consumption expenditure, etc. (constant 2005 US$)",1960
NE.CON.PETC.CD,LAC,"Household final consumption expenditure, etc. (current US$)",1960
NE.IMP.GNFS.ZS,LAC,Imports of goods and services (% of GDP),1960
NE.IMP.GNFS.KD,LAC,Imports of goods and services (constant 2005 US$),1960
NE.IMP.GNFS.CD,LAC,Imports of goods and services (current US$),1960
SM.POP.TOTL.ZS,LAC,International migrant stock (% of population),1960
SM.POP.TOTL,LAC,"International migrant stock, total",1960
SP.DYN.LE00.FE.IN,LAC,"Life expectancy at birth, female (years)",1960
SP.DYN.LE00.MA.IN,LAC,"Life expectancy at birth, male (years)",1960
SP.DYN.LE00.IN,LAC,"Life expectancy at birth, total (years)",1960
TX.VAL.MRCH.CD.WT,LAC,Merchandise exports (current US$),1960
TX.VAL.MRCH.WL.CD,LAC,Merchandise exports by the reporting economy (current US$),1960
TX.VAL.MRCH.RS.ZS,LAC,"Merchandise exports by the reporting economy, residual (% of total merchandise exports)",1960
TX.VAL.MRCH.R1.ZS,LAC,Merchandise exports to developing economies in East Asia & Pacific (% of total merchandise exports),1960
TX.VAL.MRCH.R3.ZS,LAC,Merchandise exports to developing economies in Latin America & the Caribbean (% of total merchandise exports),1960
TX.VAL.MRCH.R4.ZS,LAC,Merchandise exports to developing economies in Middle East & North Africa (% of total merchandise exports),1960
TX.VAL.MRCH.R5.ZS,LAC,Merchandise exports to developing economies in South Asia (% of total merchandise exports),1960
TX.VAL.MRCH.R6.ZS,LAC,Merchandise exports to developing economies in Sub-Saharan Africa (% of total merchandise exports),1960
TX.VAL.MRCH.OR.ZS,LAC,Merchandise exports to developing economies outside region (% of total merchandise exports),1960
TX.VAL.MRCH.WR.ZS,LAC,Merchandise exports to developing economies within region (% of total merchandise exports),1960
TX.VAL.MRCH.AL.ZS,LAC,Merchandise exports to economies in the Arab World (% of total merchandise exports),1960
TX.VAL.MRCH.HI.ZS,LAC,Merchandise exports to high-income economies (% of total merchandise exports),1960
TM.VAL.MRCH.CD.WT,LAC,Merchandise imports (current US$),1960
TM.VAL.MRCH.WL.CD,LAC,Merchandise imports by the reporting economy (current US$),1960
TM.VAL.MRCH.RS.ZS,LAC,"Merchandise imports by the reporting economy, residual (% of total merchandise imports)",1960
TM.VAL.MRCH.R1.ZS,LAC,Merchandise imports from developing economies in East Asia & Pacific (% of total merchandise imports),1960
TM.VAL.MRCH.R3.ZS,LAC,Merchandise imports from developing economies in Latin America & the Caribbean (% of total merchandise imports),1960
TM.VAL.MRCH.R4.ZS,LAC,Merchandise imports from developing economies in Middle East & North Africa (% of total merchandise imports),1960
TM.VAL.MRCH.R5.ZS,LAC,Merchandise imports from developing economies in South Asia (% of total merchandise imports),1960
TM.VAL.MRCH.R6.ZS,LAC,Merchandise imports from developing economies in Sub-Saharan Africa (% of total merchandise imports),1960
TM.VAL.MRCH.OR.ZS,LAC,Merchandise imports from developing economies outside region (% of total merchandise imports),1960
TM.VAL.MRCH.WR.ZS,LAC,Merchandise imports from developing economies within region (% of total merchandise imports),1960
TM.VAL.MRCH.AL.ZS,LAC,Merchandise imports from economies in the Arab World (% of total merchandise imports),1960
TM.VAL.MRCH.HI.ZS,LAC,Merchandise imports from high-income economies (% of total merchandise imports),1960
TG.VAL.TOTL.GD.ZS,LAC,Merchandise trade (% of GDP),1960
IT.CEL.SETS,LAC,Mobile cellular subscriptions,1960
IT.CEL.SETS.P2,LAC,Mobile cellular subscriptions (per 100 people),1960
SP.DYN.AMRT.FE,LAC,"Mortality rate, adult, female (per 1,000 female adults)",1960
SP.DYN.AMRT.MA,LAC,"Mortality rate, adult, male (per 1,000 male adults)",1960
SP.DYN.IMRT.IN,LAC,"Mortality rate, infant (per 1,000 live births)",1960
SH.DYN.MORT,LAC,"Mortality rate, under-5 (per 1,000)",1960
DC.DAC.AUTL.CD,LAC,"Net bilateral aid flows from DAC donors, Austria (current US$)",1960
DC.DAC.BELL.CD,LAC,"Net bilateral aid flows from DAC donors, Belgium (current US$)",1960
DC.DAC.CANL.CD,LAC,"Net bilateral aid flows from DAC donors, Canada (current US$)",1960
DC.DAC.DNKL.CD,LAC,"Net bilateral aid flows from DAC donors, Denmark (current US$)",1960
DC.DAC.CECL.CD,LAC,"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",1960
DC.DAC.FRAL.CD,LAC,"Net bilateral aid flows from DAC donors, France (current US$)",1960
DC.DAC.DEUL.CD,LAC,"Net bilateral aid flows from DAC donors, Germany (current US$)",1960
DC.DAC.ITAL.CD,LAC,"Net bilateral aid flows from DAC donors, Italy (current US$)",1960
DC.DAC.JPNL.CD,LAC,"Net bilateral aid flows from DAC donors, Japan (current US$)",1960
DC.DAC.KORL.CD,LAC,"Net bilateral aid flows from DAC donors, Korea, Rep. (current US$)",1960
DC.DAC.NLDL.CD,LAC,"Net bilateral aid flows from DAC donors, Netherlands (current US$)",1960
DC.DAC.NORL.CD,LAC,"Net bilateral aid flows from DAC donors, Norway (current US$)",1960
DC.DAC.PRTL.CD,LAC,"Net bilateral aid flows from DAC donors, Portugal (current US$)",1960
DC.DAC.SWEL.CD,LAC,"Net bilateral aid flows from DAC donors, Sweden (current US$)",1960
DC.DAC.CHEL.CD,LAC,"Net bilateral aid flows from DAC donors, Switzerland (current US$)",1960
DC.DAC.TOTL.CD,LAC,"Net bilateral aid flows from DAC donors, Total (current US$)",1960
DC.DAC.GBRL.CD,LAC,"Net bilateral aid flows from DAC donors, United Kingdom (current US$)",1960
DC.DAC.USAL.CD,LAC,"Net bilateral aid flows from DAC donors, United States (current US$)",1960
DT.ODA.ODAT.GN.ZS,LAC,Net ODA received (% of GNI),1960
DT.ODA.ODAT.GI.ZS,LAC,Net ODA received (% of gross capital formation),1960
DT.ODA.ODAT.PC.ZS,LAC,Net ODA received per capita (current US$),1960
DT.ODA.ALLD.KD,LAC,Net official development assistance and official aid received (constant 2012 US$),1960
DT.ODA.ALLD.CD,LAC,Net official development assistance and official aid received (current US$),1960
DT.ODA.ODAT.KD,LAC,Net official development assistance received (constant 2012 US$),1960
DT.ODA.ODAT.CD,LAC,Net official development assistance received (current US$),1960
SH.DTH.IMRT,LAC,Number of infant deaths,1960
SH.DTH.MORT,LAC,Number of under-five deaths,1960
SP.POP.65UP.TO.ZS,LAC,Population ages 65 and above (% of total),1960
EN.URB.LCTY.UR.ZS,LAC,Population in the largest city (% of urban population),1960
EN.URB.MCTY.TL.ZS,LAC,Population in urban agglomerations of more than 1 million (% of total population),1960
SP.POP.0014.TO.ZS,LAC,"Population, ages 0-14 (% of total)",1960
SP.POP.1564.TO.ZS,LAC,"Population, ages 15-64 (% of total)",1960
SP.POP.TOTL.FE.ZS,LAC,"Population, female (% of total)",1960
SP.POP.TOTL,LAC,"Population, total",1960
SP.RUR.TOTL,LAC,Rural population,1960
SP.RUR.TOTL.ZS,LAC,Rural population (% of total population),1960
SP.DYN.TO65.FE.ZS,LAC,"Survival to age 65, female (% of cohort)",1960
SP.DYN.TO65.MA.ZS,LAC,"Survival to age 65, male (% of cohort)",1960
NE.TRD.GNFS.ZS,LAC,Trade (% of GDP),1960
SP.URB.TOTL,LAC,Urban population,1960
SP.URB.TOTL.IN.ZS,LAC,Urban population (% of total),1960
SP.ADO.TFRT,LDC,"Adolescent fertility rate (births per 1,000 women ages 15-19)",1960
SP.POP.DPND,LDC,Age dependency ratio (% of working-age population),1960
SP.POP.DPND.OL,LDC,"Age dependency ratio, old (% of working-age population)",1960
SP.POP.DPND.YG,LDC,"Age dependency ratio, young (% of working-age population)",1960
MS.MIL.MPRT.KD,LDC,Arms imports (SIPRI trend indicator values),1960
SP.DYN.CBRT.IN,LDC,"Birth rate, crude (per 1,000 people)",1960
EN.ATM.CO2E.KT,LDC,CO2 emissions (kt),1960
EN.ATM.CO2E.PC,LDC,CO2 emissions (metric tons per capita),1960
EN.ATM.CO2E.GF.ZS,LDC,CO2 emissions from gaseous fuel consumption (% of total),1960
EN.ATM.CO2E.LF.ZS,LDC,CO2 emissions from liquid fuel consumption (% of total),1960
EN.ATM.CO2E.LF.KT,LDC,CO2 emissions from liquid fuel consumption (kt),1960
EN.ATM.CO2E.SF.ZS,LDC,CO2 emissions from solid fuel consumption (% of total),1960
SP.DYN.CDRT.IN,LDC,"Death rate, crude (per 1,000 people)",1960
SP.DYN.TFRT.IN,LDC,"Fertility rate, total (births per woman)",1960
SH.MED.BEDS.ZS,LDC,"Hospital beds (per 1,000 people)",1960
SM.POP.TOTL.ZS,LDC,International migrant stock (% of population),1960
SM.POP.TOTL,LDC,"International migrant stock, total",1960
SP.DYN.LE00.FE.IN,LDC,"Life expectancy at birth, female (years)",1960
SP.DYN.LE00.MA.IN,LDC,"Life expectancy at birth, male (years)",1960
SP.DYN.LE00.IN,LDC,"Life expectancy at birth, total (years)",1960
TX.VAL.MRCH.CD.WT,LDC,Merchandise exports (current US$),1960
TX.VAL.MRCH.WL.CD,LDC,Merchandise exports by the reporting economy (current US$),1960
TX.VAL.MRCH.RS.ZS,LDC,"Merchandise exports by the reporting economy, residual (% of total merchandise exports)",1960
TX.VAL.MRCH.R1.ZS,LDC,Merchandise exports to developing economies in East Asia & Pacific (% of total merchandise exports),1960
TX.VAL.MRCH.R3.ZS,LDC,Merchandise exports to developing economies in Latin America & the Caribbean (% of total merchandise exports),1960
TX.VAL.MRCH.R4.ZS,LDC,Merchandise exports to developing economies in Middle East & North Africa (% of total merchandise exports),1960
TX.VAL.MRCH.R5.ZS,LDC,Merchandise exports to developing economies in South Asia (% of total merchandise exports),1960
TX.VAL.MRCH.R6.ZS,LDC,Merchandise exports to developing economies in Sub-Saharan Africa (% of total merchandise exports),1960
TX.VAL.MRCH.OR.ZS,LDC,Merchandise exports to developing economies outside region (% of total merchandise exports),1960
TX.VAL.MRCH.WR.ZS,LDC,Merchandise exports to developing economies within region (% of total merchandise exports),1960
TX.VAL.MRCH.AL.ZS,LDC,Merchandise exports to economies in the Arab World (% of total merchandise exports),1960
TX.VAL.MRCH.HI.ZS,LDC,Merchandise exports to high-income economies (% of total merchandise exports),1960
TM.VAL.MRCH.CD.WT,LDC,Merchandise imports (current US$),1960
TM.VAL.MRCH.WL.CD,LDC,Merchandise imports by the reporting economy (current US$),1960
TM.VAL.MRCH.RS.ZS,LDC,"Merchandise imports by the reporting economy, residual (% of total merchandise imports)",1960
TM.VAL.MRCH.R3.ZS,LDC,Merchandise imports from developing economies in Latin America & the Caribbean (% of total merchandise imports),1960
TM.VAL.MRCH.R4.ZS,LDC,Merchandise imports from developing economies in Middle East & North Africa (% of total merchandise imports),1960
TM.VAL.MRCH.R5.ZS,LDC,Merchandise imports from developing economies in South Asia (% of total merchandise imports),1960
TM.VAL.MRCH.R6.ZS,LDC,Merchandise imports from developing economies in Sub-Saharan Africa (% of total merchandise imports),1960
TM.VAL.MRCH.OR.ZS,LDC,Merchandise imports from developing economies outside region (% of total merchandise imports),1960
TM.VAL.MRCH.WR.ZS,LDC,Merchandise imports from developing economies within region (% of total merchandise imports),1960
TM.VAL.MRCH.AL.ZS,LDC,Merchandise imports from economies in the Arab World (% of total merchandise imports),1960
TM.VAL.MRCH.HI.ZS,LDC,Merchandise imports from high-income economies (% of total merchandise imports),1960
TG.VAL.TOTL.GD.ZS,LDC,Merchandise trade (% of GDP),1960
IT.CEL.SETS,LDC,Mobile cellular subscriptions,1960
IT.CEL.SETS.P2,LDC,Mobile cellular subscriptions (per 100 people),1960
SP.DYN.AMRT.FE,LDC,"Mortality rate, adult, female (per 1,000 female adults)",1960
SP.DYN.AMRT.MA,LDC,"Mortality rate, adult, male (per 1,000 male adults)",1960
DC.DAC.BELL.CD,LDC,"Net bilateral aid flows from DAC donors, Belgium (current US$)",1960
DC.DAC.CANL.CD,LDC,"Net bilateral aid flows from DAC donors, Canada (current US$)",1960
DC.DAC.DNKL.CD,LDC,"Net bilateral aid flows from DAC donors, Denmark (current US$)",1960
DC.DAC.CECL.CD,LDC,"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",1960
DC.DAC.FRAL.CD,LDC,"Net bilateral aid flows from DAC donors, France (current US$)",1960
DC.DAC.DEUL.CD,LDC,"Net bilateral aid flows from DAC donors, Germany (current US$)",1960
DC.DAC.ITAL.CD,LDC,"Net bilateral aid flows from DAC donors, Italy (current US$)",1960
DC.DAC.JPNL.CD,LDC,"Net bilateral aid flows from DAC donors, Japan (current US$)",1960
DC.DAC.SWEL.CD,LDC,"Net bilateral aid flows from DAC donors, Sweden (current US$)",1960
DC.DAC.TOTL.CD,LDC,"Net bilateral aid flows from DAC donors, Total (current US$)",1960
DC.DAC.GBRL.CD,LDC,"Net bilateral aid flows from DAC donors, United Kingdom (current US$)",1960
DC.DAC.USAL.CD,LDC,"Net bilateral aid flows from DAC donors, United States (current US$)",1960
DT.ODA.ODAT.PC.ZS,LDC,Net ODA received per capita (current US$),1960
DT.ODA.ALLD.KD,LDC,Net official development assistance and official aid received (constant 2012 US$),1960
DT.ODA.ALLD.CD,LDC,Net official development assistance and official aid received (current US$),1960
DT.ODA.ODAT.KD,LDC,Net official development assistance received (constant 2012 US$),1960
DT.ODA.ODAT.CD,LDC,Net official development assistance received (current US$),1960
SP.POP.65UP.TO.ZS,LDC,Population ages 65 and above (% of total),1960
EN.URB.LCTY.UR.ZS,LDC,Population in the largest city (% of urban population),1960
EN.URB.MCTY.TL.ZS,LDC,Population in urban agglomerations of more than 1 million (% of total population),1960
SP.POP.0014.TO.ZS,LDC,"Population, ages 0-14 (% of total)",1960
SP.POP.1564.TO.ZS,LDC,"Population, ages 15-64 (% of total)",1960
SP.POP.TOTL.FE.ZS,LDC,"Population, female (% of total)",1960
SP.POP.TOTL,LDC,"Population, total",1960
SP.RUR.TOTL,LDC,Rural population,1960
SP.RUR.TOTL.ZS,LDC,Rural population (% of total population),1960
SP.DYN.TO65.FE.ZS,LDC,"Survival to age 65, female (% of cohort)",1960
SP.DYN.TO65.MA.ZS,LDC,"Survival to age 65, male (% of cohort)",1960
SP.URB.TOTL,LDC,Urban population,1960
SP.URB.TOTL.IN.ZS,LDC,Urban population (% of total),1960
SP.ADO.TFRT,LMY,"Adolescent fertility rate (births per 1,000 women ages 15-19)",1960
SP.POP.DPND,LMY,Age dependency ratio (% of working-age population),1960
SP.POP.DPND.OL,LMY,"Age dependency ratio, old (% of working-age population)",1960
SP.POP.DPND.YG,LMY,"Age dependency ratio, young (% of working-age population)",1960
NV.AGR.TOTL.ZS,LMY,"Agriculture, value added (% of GDP)",1960
NV.AGR.TOTL.CD,LMY,"Agriculture, value added (current US$)",1960
EG.USE.COMM.CL.ZS,LMY,Alternative and nuclear energy (% of total energy use),1960
MS.MIL.XPRT.KD,LMY,Arms exports (SIPRI trend indicator values),1960
MS.MIL.MPRT.KD,LMY,Arms imports (SIPRI trend indicator values),1960
SP.DYN.CBRT.IN,LMY,"Birth rate, crude (per 1,000 people)",1960
EN.ATM.CO2E.KD.GD,LMY,CO2 emissions (kg per 2005 US$ of GDP),1960
EN.ATM.CO2E.KT,LMY,CO2 emissions (kt),1960
EN.ATM.CO2E.PC,LMY,CO2 emissions (metric tons per capita),1960
EN.CO2.ETOT.ZS,LMY,"CO2 emissions from electricity and heat production, total (% of total fuel combustion)",1960
EN.ATM.CO2E.GF.ZS,LMY,CO2 emissions from gaseous fuel consumption (% of total),1960
EN.ATM.CO2E.LF.ZS,LMY,CO2 emissions from liquid fuel consumption (% of total),1960
EN.ATM.CO2E.LF.KT,LMY,CO2 emissions from liquid fuel consumption (kt),1960
EN.CO2.MANF.ZS,LMY,CO2 emissions from manufacturing industries and construction (% of total fuel combustion),1960
EN.CO2.OTHX.ZS,LMY,"CO2 emissions from other sectors, excluding residential buildings and commercial and public services (% of total fuel combustion)",1960
EN.CO2.BLDG.ZS,LMY,CO2 emissions from residential buildings and commercial and public services (% of total fuel combustion),1960
EN.ATM.CO2E.SF.ZS,LMY,CO2 emissions from solid fuel consumption (% of total),1960
EN.ATM.CO2E.SF.KT,LMY,CO2 emissions from solid fuel consumption (kt),1960
EN.CO2.TRAN.ZS,LMY,CO2 emissions from transport (% of total fuel combustion),1960
EN.ATM.CO2E.EG.ZS,LMY,CO2 intensity (kg per kg of oil equivalent energy use),1960
EG.USE.CRNW.ZS,LMY,Combustible renewables and waste (% of total energy),1960
SP.DYN.CDRT.IN,LMY,"Death rate, crude (per 1,000 people)",1960
EG.ELC.LOSS.ZS,LMY,Electric power transmission and distribution losses (% of output),1960
EG.ELC.RNWX.KH,LMY,"Electricity production from renewable sources, excluding hydroelectric (kWh)",1960
EG.IMP.CONS.ZS,LMY,"Energy imports, net (% of energy use)",1960
NE.EXP.GNFS.ZS,LMY,Exports of goods and services (% of GDP),1960
NE.EXP.GNFS.CD,LMY,Exports of goods and services (current US$),1960
NE.RSB.GNFS.ZS,LMY,External balance on goods and services (% of GDP),1960
SP.DYN.TFRT.IN,LMY,"Fertility rate, total (births per woman)",1960
NE.CON.TETC.CD,LMY,"Final consumption expenditure, etc. (current US$)",1960
EG.USE.COMM.FO.ZS,LMY,Fossil fuel energy consumption (% of total),1960
NY.GDP.MKTP.KD,LMY,GDP at market prices (constant 2005 US$),1960
NY.GDP.MKTP.CD,LMY,GDP at market prices (current US$),1960
NY.GDP.PCAP.KD,LMY,GDP per capita (constant 2005 US$),1960
NY.GDP.PCAP.CD,LMY,GDP per capita (current US$),1960
NE.CON.GOVT.ZS,LMY,General government final consumption expenditure (% of GDP),1960
NE.CON.GOVT.CD,LMY,General government final consumption expenditure (current US$),1960
NY.GNP.MKTP.CD,LMY,GNI (current US$),1960
NE.GDI.TOTL.ZS,LMY,Gross capital formation (% of GDP),1960
NE.GDI.TOTL.CD,LMY,Gross capital formation (current US$),1960
NY.GDY.TOTL.KD,LMY,Gross domestic income (constant 2005 US$),1960
NY.GDS.TOTL.ZS,LMY,Gross domestic savings (% of GDP),1960
NY.GDS.TOTL.CD,LMY,Gross domestic savings (current US$),1960
NE.GDI.FTOT.CD,LMY,Gross fixed capital formation (current US$),1960
NE.DAB.TOTL.CD,LMY,Gross national expenditure (current US$),1960
NE.CON.PRVT.CD,LMY,Household final consumption expenditure (current US$),1960
NE.CON.PETC.ZS,LMY,"Household final consumption expenditure, etc. (% of GDP)",1960
NE.CON.PETC.CD,LMY,"Household final consumption expenditure, etc. (current US$)",1960
NE.IMP.GNFS.ZS,LMY,Imports of goods and services (% of GDP),1960
NE.IMP.GNFS.CD,LMY,Imports of goods and services (current US$),1960
NV.IND.TOTL.ZS,LMY,"Industry, value added (% of GDP)",1960
NV.IND.TOTL.CD,LMY,"Industry, value added (current US$)",1960
SM.POP.TOTL.ZS,LMY,International migrant stock (% of population),1960
SM.POP.TOTL,LMY,"International migrant stock, total",1960
SP.DYN.LE00.FE.IN,LMY,"Life expectancy at birth, female (years)",1960
SP.DYN.LE00.MA.IN,LMY,"Life expectancy at birth, male (years)",1960
SP.DYN.LE00.IN,LMY,"Life expectancy at birth, total (years)",1960
NV.IND.MANF.ZS,LMY,"Manufacturing, value added (% of GDP)",1960
NV.IND.MANF.CD,LMY,"Manufacturing, value added (current US$)",1960
TX.VAL.MRCH.CD.WT,LMY,Merchandise exports (current US$),1960
TX.VAL.MRCH.WL.CD,LMY,Merchandise exports by the reporting economy (current US$),1960
TX.VAL.MRCH.RS.ZS,LMY,"Merchandise exports by the reporting economy, residual (% of total merchandise exports)",1960
TX.VAL.MRCH.R1.ZS,LMY,Merchandise exports to developing economies in East Asia & Pacific (% of total merchandise exports),1960
TX.VAL.MRCH.R3.ZS,LMY,Merchandise exports to developing economies in Latin America & the Caribbean (% of total merchandise exports),1960
TX.VAL.MRCH.R4.ZS,LMY,Merchandise exports to developing economies in Middle East & North Africa (% of total merchandise exports),1960
TX.VAL.MRCH.R5.ZS,LMY,Merchandise exports to developing economies in South Asia (% of total merchandise exports),1960
TX.VAL.MRCH.R6.ZS,LMY,Merchandise exports to developing economies in Sub-Saharan Africa (% of total merchandise exports),1960
TX.VAL.MRCH.OR.ZS,LMY,Merchandise exports to developing economies outside region (% of total merchandise exports),1960
TX.VAL.MRCH.WR.ZS,LMY,Merchandise exports to developing economies within region (% of total merchandise exports),1960
TX.VAL.MRCH.AL.ZS,LMY,Merchandise exports to economies in the Arab World (% of total merchandise exports),1960
TX.VAL.MRCH.HI.ZS,LMY,Merchandise exports to high-income economies (% of total merchandise exports),1960
TM.VAL.MRCH.CD.WT,LMY,Merchandise imports (current US$),1960
TM.VAL.MRCH.WL.CD,LMY,Merchandise imports by the reporting economy (current US$),1960
TM.VAL.MRCH.RS.ZS,LMY,"Merchandise imports by the reporting economy, residual (% of total merchandise imports)",1960
TM.VAL.MRCH.R1.ZS,LMY,Merchandise imports from developing economies in East Asia & Pacific (% of total merchandise imports),1960
TM.VAL.MRCH.R3.ZS,LMY,Merchandise imports from developing economies in Latin America & the Caribbean (% of total merchandise imports),1960
TM.VAL.MRCH.R4.ZS,LMY,Merchandise imports from developing economies in Middle East & North Africa (% of total merchandise imports),1960
TM.VAL.MRCH.R5.ZS,LMY,Merchandise imports from developing economies in South Asia (% of total merchandise imports),1960
TM.VAL.MRCH.R6.ZS,LMY,Merchandise imports from developing economies in Sub-Saharan Africa (% of total merchandise imports),1960
TM.VAL.MRCH.OR.ZS,LMY,Merchandise imports from developing economies outside region (% of total merchandise imports),1960
TM.VAL.MRCH.WR.ZS,LMY,Merchandise imports from developing economies within region (% of total merchandise imports),1960
TM.VAL.MRCH.AL.ZS,LMY,Merchandise imports from economies in the Arab World (% of total merchandise imports),1960
TM.VAL.MRCH.HI.ZS,LMY,Merchandise imports from high-income economies (% of total merchandise imports),1960
TG.VAL.TOTL.GD.ZS,LMY,Merchandise trade (% of GDP),1960
IT.CEL.SETS,LMY,Mobile cellular subscriptions,1960
IT.CEL.SETS.P2,LMY,Mobile cellular subscriptions (per 100 people),1960
SP.DYN.AMRT.FE,LMY,"Mortality rate, adult, female (per 1,000 female adults)",1960
SP.DYN.AMRT.MA,LMY,"Mortality rate, adult, male (per 1,000 male adults)",1960
SP.DYN.IMRT.IN,LMY,"Mortality rate, infant (per 1,000 live births)",1960
SH.DYN.MORT,LMY,"Mortality rate, under-5 (per 1,000)",1960
DC.DAC.AUTL.CD,LMY,"Net bilateral aid flows from DAC donors, Austria (current US$)",1960
DC.DAC.BELL.CD,LMY,"Net bilateral aid flows from DAC donors, Belgium (current US$)",1960
DC.DAC.CANL.CD,LMY,"Net bilateral aid flows from DAC donors, Canada (current US$)",1960
DC.DAC.DNKL.CD,LMY,"Net bilateral aid flows from DAC donors, Denmark (current US$)",1960
DC.DAC.CECL.CD,LMY,"Net bilateral aid flows from DAC donors, European Union institutions (current US$)",1960
DC.DAC.FRAL.CD,LMY,"Net bilateral aid flows from DAC donors, France (current US$)",1960
DC.DAC.DEUL.CD,LMY,"Net bilateral aid flows from DAC donors, Germany (current US$)",1960
DC.DAC.ITAL.CD,LMY,"Net bilateral aid flows from DAC donors, Italy (current US$)",1960
